week,rank,title_name,platform_name,developer_name,title_id,platform_id,developer_id,title_url,platform_url,developer_url,genre,weekly_sales,total_sales,week_num
42785,1,For Honor,PS4,Ubisoft,85749,69,1750,http://www.vgchartz.com/game/85749/for-honor/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"188,752","188,752",1
42785,2,For Honor,XOne,Ubisoft,85750,68,1750,http://www.vgchartz.com/game/85750/for-honor/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"119,420","119,420",1
42785,3,Sniper Elite 4,PS4,Rebellion Developments,120408,69,12605,http://www.vgchartz.com/game/120408/sniper-elite-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/12605/rebellion-developments/,Shooter,"40,716","40,716",1
42785,4,Nioh,PS4,Tecmo Koei,85912,69,16528,http://www.vgchartz.com/game/85912/ni-oh/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16528/tecmo-koei/,Action,"35,271","141,570",2
42785,5,Pokemon Sun/Moon,3DS,Nintendo,91783,42,1167,http://www.vgchartz.com/game/91783/pokemon-sunmoon/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Role-Playing,"32,110","4,616,570",14
42785,6,Call of Duty: Infinite Warfare,PS4,Activision,108777,69,47,http://www.vgchartz.com/game/108777/call-of-duty-infinite-warfare/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/47/activision/,Shooter,"31,121","2,327,642",16
42785,7,NBA 2K17,XOne,Take-Two Interactive,103819,68,1631,http://www.vgchartz.com/game/103819/nba-2k17/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,"30,088","1,244,239",23
42785,8,NBA 2K17,PS4,Take-Two Interactive,103818,69,1631,http://www.vgchartz.com/game/103818/nba-2k17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,"29,136","1,726,401",23
42785,9,Sniper Elite 4,XOne,Rebellion Developments,120409,68,12605,http://www.vgchartz.com/game/120409/sniper-elite-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/12605/rebellion-developments/,Shooter,"28,588","28,588",1
42785,10,Call of Duty: Infinite Warfare,XOne,Activision,108778,68,47,http://www.vgchartz.com/game/108778/call-of-duty-infinite-warfare/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/47/activision/,Shooter,"24,536","2,366,940",16
42785,11,Resident Evil VII: Biohazard,PS4,Capcom,120127,69,270,http://www.vgchartz.com/game/120127/resident-evil-vii-biohazard/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/270/capcom/,Action,"22,685","387,314",4
42785,12,Battlefield 1,XOne,Electronic Arts,110844,68,474,http://www.vgchartz.com/game/110844/battlefield-1/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,"22,194","2,652,225",18
42785,13,Grand Theft Auto V,PS4,Take-Two Interactive,83196,69,1631,http://www.vgchartz.com/game/83196/grand-theft-auto-v/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,"19,778","4,083,135",118
42785,14,Uncharted 4: A Thief's End,PS4,Sony Computer Entertainment,77189,69,1535,http://www.vgchartz.com/game/77189/uncharted-4-a-thiefs-end/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Shooter,"19,057","3,455,729",41
42785,15,Grand Theft Auto V,XOne,Take-Two Interactive,73074,68,1631,http://www.vgchartz.com/game/73074/grand-theft-auto-v/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,"17,944","2,901,207",118
42785,16,Madden NFL 17,PS4,Electronic Arts,86434,69,474,http://www.vgchartz.com/game/86434/madden-nfl-17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"17,332","1,896,784",26
42785,17,Until Dawn: Rush of Blood,PS4,Sony Computer Entertainment,86441,69,1535,http://www.vgchartz.com/game/86441/until-dawn-rush-of-blood/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Adventure,"15,807","226,626",19
42785,18,Madden NFL 17,XOne,Electronic Arts,86432,68,474,http://www.vgchartz.com/game/86432/madden-nfl-17/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"15,617","1,758,271",26
42785,19,Battlefield 1,PS4,Electronic Arts,110843,69,474,http://www.vgchartz.com/game/110843/battlefield-1/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,"15,564","1,718,180",18
42785,20,Watch Dogs 2,XOne,Ubisoft,86723,68,1750,http://www.vgchartz.com/game/86723/watch-dogs-2/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"15,227","489,210",14
42785,21,Ride 2,PS4,Milestone S.r.l,117553,69,10387,http://www.vgchartz.com/game/117553/ride-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/10387/milestone-srl/,Racing,"14,947","14,947",1
42785,22,Watch Dogs 2,PS4,Ubisoft,86722,69,1750,http://www.vgchartz.com/game/86722/watch-dogs-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"14,802","713,441",14
42785,23,Resident Evil VII: Biohazard,XOne,Capcom,120128,68,270,http://www.vgchartz.com/game/120128/resident-evil-vii-biohazard/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/270/capcom/,Action,"13,795","205,742",4
42785,24,Ride 2,XOne,Milestone S.r.l,117551,68,10387,http://www.vgchartz.com/game/117551/ride-2/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/10387/milestone-srl/,Racing,"12,628","12,628",1
42785,25,For Honor,PC,Ubisoft,85748,48,1750,http://www.vgchartz.com/game/85748/for-honor/,http://www.vgchartz.com/platform/48/microsoft-windows/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"11,749","11,749",1
42785,26,Fallout 4,XOne,Bethesda Softworks,85598,68,192,http://www.vgchartz.com/game/85598/fallout-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/192/bethesda-softworks/,Role-Playing,"6,219","2,455,376",67
42785,27,Forza Horizon 3,XOne,Microsoft Game Studios,119955,68,10313,http://www.vgchartz.com/game/119955/forza-horizon-3/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Racing,"6,211","708,133",21
42785,28,Minecraft: Xbox One Edition,XOne,Microsoft Game Studios,73065,68,10313,http://www.vgchartz.com/game/73065/minecraft/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Misc,"6,151","2,066,367",118
42785,29,Borderlands: The Handsome Collection,PS4,Take-Two Interactive,85113,69,1631,http://www.vgchartz.com/game/85113/borderlands-the-handsome-collection/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Shooter,"6,085","414,316",100
42785,30,FIFA 17,PS4,Electronic Arts,117272,69,474,http://www.vgchartz.com/game/117272/fifa-17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"6,061","1,025,826",21
42785,31,Hitman (2016),PS4,Square Enix,84909,69,1567,http://www.vgchartz.com/game/84909/hitman-2016/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1567/square-enix/,Action,Pro,N/A,3
42785,32,BioShock The Collection,PS4,Take-Two Interactive,121495,69,1631,http://www.vgchartz.com/game/121495/bioshock-the-collection/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Shooter,Pro,N/A,23
42785,33,The Last of Us Remastered,PS4,Sony Computer Entertainment America,80977,69,13891,http://www.vgchartz.com/game/80977/the-last-of-us/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/13891/sony-computer-entertainment-america/,Action,Pro,N/A,134
42785,34,Yoshi's Woolly World,3DS,Nintendo,132796,42,1167,http://www.vgchartz.com/game/132796/yoshis-woolly-world/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Platform,Pro,N/A,3
42785,35,Overwatch,XOne,Activision,86156,68,47,http://www.vgchartz.com/game/86156/overwatch/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/47/activision/,Shooter,Pro,N/A,39
42785,36,NBA 2K17,X360,Take-Two Interactive,103820,7,1631,http://www.vgchartz.com/game/103820/nba-2k17/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,Pro,N/A,23
42785,37,Rainbow Six: Siege,PS4,Ubisoft,82933,69,1750,http://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1750/ubisoft/,Shooter,Pro,N/A,64
42785,38,Titanfall 2,XOne,Electronic Arts,112244,68,474,http://www.vgchartz.com/game/112244/titanfall-2/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,Pro,N/A,17
42785,39,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,85628,69,1535,http://www.vgchartz.com/game/85628/uncharted-the-nathan-drake-collection/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Action,Pro,N/A,72
42785,40,Final Fantasy XV,PS4,Square Enix,73124,69,1567,http://www.vgchartz.com/game/73124/final-fantasy-xv/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1567/square-enix/,Role-Playing,Pro,N/A,12
42785,41,FIFA 17,XOne,Electronic Arts,117271,68,474,http://www.vgchartz.com/game/117271/fifa-17/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,Pro,N/A,21
42785,42,Hitman (2016),XOne,Square Enix,84908,68,1567,http://www.vgchartz.com/game/84908/hitman-2016/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1567/square-enix/,Action,Pro,N/A,3
42785,43,Battlefield 1,PC,Electronic Arts,110845,48,474,http://www.vgchartz.com/game/110845/battlefield-1/,http://www.vgchartz.com/platform/48/microsoft-windows/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,Pro,N/A,18
42785,44,The Elder Scrolls V: Skyrim,XOne,Bethesda Softworks,119947,68,192,http://www.vgchartz.com/game/119947/the-elder-scrolls-v-skyrim/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/192/bethesda-softworks/,Role-Playing,Pro,N/A,17
42785,45,Gears of War 4,XOne,Microsoft Game Studios,85730,68,10313,http://www.vgchartz.com/game/85730/gears-of-war-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Shooter,Pro,N/A,19
42785,46,Pokemon Omega Ruby and Alpha Sapphire,3DS,Nintendo,81906,42,1167,http://www.vgchartz.com/game/81906/pokemon-omega-rubypokemon-alpha-sapphire/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Role-Playing,Pro,N/A,118
42785,47,Rainbow Six: Siege,XOne,Ubisoft,82932,68,1750,http://www.vgchartz.com/game/82932/tom-clancys-rainbow-six-siege/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1750/ubisoft/,Shooter,Pro,N/A,64
42785,48,Overwatch,PS4,Activision,86157,69,47,http://www.vgchartz.com/game/86157/overwatch/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/47/activision/,Shooter,Pro,N/A,39
42785,49,Grand Theft Auto V,PC,Take-Two Interactive,83197,48,1631,http://www.vgchartz.com/game/83197/grand-theft-auto-v/,http://www.vgchartz.com/platform/48/microsoft-windows/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,Pro,N/A,97
42785,50,Titanfall 2,PS4,Electronic Arts,112243,69,474,http://www.vgchartz.com/game/112243/titanfall-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,Pro,N/A,17
42785,51,Mario Kart 7,3DS,Nintendo,45691,42,1167,http://www.vgchartz.com/game/45691/mario-kart-7/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Racing,Pro,N/A,272
42785,52,Super Smash Bros. for Nintendo 3DS,3DS,Nintendo,73239,42,1167,http://www.vgchartz.com/game/73239/super-smash-bros-for-wii-u-and-3ds/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Fighting,Pro,N/A,125
42785,53,Borderlands: The Handsome Collection,XOne,Take-Two Interactive,85114,68,1631,http://www.vgchartz.com/game/85114/borderlands-the-handsome-collection/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Shooter,Pro,N/A,100
42785,54,Kingdom Hearts HD 2.8 Final Chapter Prologue,PS4,Square Enix,85993,69,1567,http://www.vgchartz.com/game/85993/kingdom-hearts-hd-28-final-chapter-prologue/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1567/square-enix/,Role-Playing,Pro,N/A,4
42785,55,The Elder Scrolls V: Skyrim,PS4,Bethesda Softworks,119946,69,192,http://www.vgchartz.com/game/119946/the-elder-scrolls-v-skyrim/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/192/bethesda-softworks/,Role-Playing,Pro,N/A,17
42785,56,Minecraft: PlayStation 4 Edition,PS4,Sony Computer Entertainment America,75586,69,13891,http://www.vgchartz.com/game/75586/minecraft/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/13891/sony-computer-entertainment-america/,Misc,Pro,N/A,124
42785,57,Grand Theft Auto V,X360,Take-Two Interactive,65883,7,1631,http://www.vgchartz.com/game/65883/grand-theft-auto-v/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,Pro,N/A,179
42785,58,Super Mario Maker,3DS,Nintendo,132798,42,1167,http://www.vgchartz.com/game/132798/super-mario-maker/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Platform,Pro,N/A,12
42785,59,Minecraft: Xbox 360 Edition,X360,Microsoft Game Studios,51765,7,10313,http://www.vgchartz.com/game/51765/minecraft/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Misc,Pro,N/A,194
42785,60,Luigi's Mansion: Dark Moon,3DS,Nintendo,51836,42,1167,http://www.vgchartz.com/game/51836/luigis-mansion-dark-moon/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Action,Pro,N/A,204
42785,61,NBA 2K17,PS3,Take-Two Interactive,103821,3,1631,http://www.vgchartz.com/game/103821/nba-2k17/,http://www.vgchartz.com/platform/3/playstation-3/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,Pro,N/A,23
42785,62,The Sims 4,PC,Electronic Arts,72139,48,474,http://www.vgchartz.com/game/72139/the-sims-4/,http://www.vgchartz.com/platform/48/microsoft-windows/,http://www.vgchartz.com/companies/474/electronic-arts/,Simulation,Pro,N/A,129
42785,63,Tales of Berseria,PS4,Namco Bandai Games,86343,69,16527,http://www.vgchartz.com/game/86343/tales-of-berseria/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16527/namco-bandai-games/,Role-Playing,Pro,N/A,4
42785,64,Rock Band 4,XOne,Harmonix Music Systems,85234,68,7457,http://www.vgchartz.com/game/85234/rock-band-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/7457/harmonix-music-systems/,Misc,Pro,N/A,72
42785,65,Rocket League,XOne,505 Games,86251,68,23,http://www.vgchartz.com/game/86251/rocket-league/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/23/505-games/,Sports,Pro,N/A,33
42785,66,PlayStation VR Worlds,PS4,Sony Computer Entertainment,124387,69,1535,http://www.vgchartz.com/game/124387/playstation-vr-worlds/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Misc,Pro,N/A,19
42785,67,The Legend of Zelda: Ocarina of Time 3D,3DS,Nintendo,71321,42,1167,http://www.vgchartz.com/game/71321/the-legend-of-zelda-ocarina-of-time/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Action,Pro,N/A,296
42785,68,Fallout 4,PS4,Bethesda Softworks,85599,69,192,http://www.vgchartz.com/game/85599/fallout-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/192/bethesda-softworks/,Role-Playing,Pro,N/A,67
42785,69,FIFA 17,X360,Electronic Arts,117269,7,474,http://www.vgchartz.com/game/117269/fifa-17/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,Pro,N/A,21
42785,70,Fire Emblem Fates,3DS,Nintendo,85716,42,1167,http://www.vgchartz.com/game/85716/fire-emblem-fates/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Role-Playing,Pro,N/A,53
42785,71,Rock Band 4,PS4,Harmonix Music Systems,85235,69,7457,http://www.vgchartz.com/game/85235/rock-band-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/7457/harmonix-music-systems/,Misc,Pro,N/A,72
42785,72,Grand Theft Auto V,PS3,Take-Two Interactive,65884,3,1631,http://www.vgchartz.com/game/65884/grand-theft-auto-v/,http://www.vgchartz.com/platform/3/playstation-3/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,Pro,N/A,179
42785,73,Lego Star Wars: The Force Awakens,XOne,Warner Bros. Interactive Entertainment,86461,68,15839,http://www.vgchartz.com/game/86461/lego-star-wars-the-force-awakens/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/15839/warner-bros-interactive-entertainment/,Action,Pro,N/A,34
42785,74,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,84977,69,16527,http://www.vgchartz.com/game/84977/naruto-shippuden-ultimate-ninja-storm-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16527/namco-bandai-games/,Fighting,Pro,N/A,54
42785,75,Grand Theft Auto IV,X360,Take-Two Interactive,7103,7,1631,http://www.vgchartz.com/game/7103/grand-theft-auto-iv/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,Pro,N/A,460
42778,1,Nioh,PS4,Tecmo Koei,85912,69,16528,http://www.vgchartz.com/game/85912/ni-oh/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16528/tecmo-koei/,Action,"106,299","106,299",1
42778,2,Resident Evil VII: Biohazard,PS4,Capcom,120127,69,270,http://www.vgchartz.com/game/120127/resident-evil-vii-biohazard/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/270/capcom/,Action,"32,891","364,629",3
42778,3,Pokemon Sun/Moon,3DS,Nintendo,91783,42,1167,http://www.vgchartz.com/game/91783/pokemon-sunmoon/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Role-Playing,"28,570","4,584,460",13
42778,4,Madden NFL 17,PS4,Electronic Arts,86434,69,474,http://www.vgchartz.com/game/86434/madden-nfl-17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"24,238","1,879,452",25
42778,5,NBA 2K17,PS4,Take-Two Interactive,103818,69,1631,http://www.vgchartz.com/game/103818/nba-2k17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,"21,929","1,697,265",22
42778,6,Resident Evil VII: Biohazard,XOne,Capcom,120128,68,270,http://www.vgchartz.com/game/120128/resident-evil-vii-biohazard/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/270/capcom/,Action,"19,436","191,947",3
42778,7,NBA 2K17,XOne,Take-Two Interactive,103819,68,1631,http://www.vgchartz.com/game/103819/nba-2k17/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,"18,846","1,214,151",22
42778,8,Uncharted 4: A Thief's End,PS4,Sony Computer Entertainment,77189,69,1535,http://www.vgchartz.com/game/77189/uncharted-4-a-thiefs-end/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Shooter,"18,628","3,436,672",40
42778,9,Call of Duty: Infinite Warfare,PS4,Activision,108777,69,47,http://www.vgchartz.com/game/108777/call-of-duty-infinite-warfare/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/47/activision/,Shooter,"18,176","2,296,521",15
42778,10,Madden NFL 17,XOne,Electronic Arts,86432,68,474,http://www.vgchartz.com/game/86432/madden-nfl-17/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"16,522","1,742,654",25
42778,11,Hitman (2016),PS4,Square Enix,84909,69,1567,http://www.vgchartz.com/game/84909/hitman-2016/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1567/square-enix/,Action,"15,596","99,627",2
42778,12,Call of Duty: Infinite Warfare,XOne,Activision,108778,68,47,http://www.vgchartz.com/game/108778/call-of-duty-infinite-warfare/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/47/activision/,Shooter,"15,213","2,342,404",15
42778,13,Watch Dogs 2,PS4,Ubisoft,86722,69,1750,http://www.vgchartz.com/game/86722/watch-dogs-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"14,376","698,639",13
42778,14,Yoshi's Woolly World,3DS,Nintendo,132796,42,1167,http://www.vgchartz.com/game/132796/yoshis-woolly-world/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Platform,"11,968","62,635",2
42778,15,Battlefield 1,XOne,Electronic Arts,110844,68,474,http://www.vgchartz.com/game/110844/battlefield-1/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,"11,643","2,630,031",17
42778,16,Grand Theft Auto V,PS4,Take-Two Interactive,83196,69,1631,http://www.vgchartz.com/game/83196/grand-theft-auto-v/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,"11,519","4,063,357",117
42778,17,Hitman (2016),XOne,Square Enix,84908,68,1567,http://www.vgchartz.com/game/84908/hitman-2016/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1567/square-enix/,Action,"10,986","64,523",2
42778,18,Battlefield 1,PS4,Electronic Arts,110843,69,474,http://www.vgchartz.com/game/110843/battlefield-1/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,"10,458","1,702,616",17
42778,19,Until Dawn: Rush of Blood,PS4,Sony Computer Entertainment,86441,69,1535,http://www.vgchartz.com/game/86441/until-dawn-rush-of-blood/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Adventure,"10,241","210,819",18
42778,20,Grand Theft Auto V,XOne,Take-Two Interactive,73074,68,1631,http://www.vgchartz.com/game/73074/grand-theft-auto-v/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Action,"9,995","2,883,263",117
42778,21,Kingdom Hearts HD 2.8 Final Chapter Prologue,PS4,Square Enix,85993,69,1567,http://www.vgchartz.com/game/85993/kingdom-hearts-hd-28-final-chapter-prologue/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1567/square-enix/,Role-Playing,"9,239","244,481",3
42778,22,Watch Dogs 2,XOne,Ubisoft,86723,68,1750,http://www.vgchartz.com/game/86723/watch-dogs-2/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1750/ubisoft/,Action,"8,747","473,983",13
42778,23,FIFA 17,PS4,Electronic Arts,117272,69,474,http://www.vgchartz.com/game/117272/fifa-17/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,"8,289","1,019,765",20
42778,24,PlayStation VR Worlds,PS4,Sony Computer Entertainment,124387,69,1535,http://www.vgchartz.com/game/124387/playstation-vr-worlds/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Misc,"7,632","164,579",18
42778,25,Digimon World: Next Order,PS4,Namco Bandai Games,136958,69,16527,http://www.vgchartz.com/game/136958/digimon-world-next-order/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16527/namco-bandai-games/,Action,"7,232","55,821",2
42778,26,Rainbow Six: Siege,PS4,Ubisoft,82933,69,1750,http://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1750/ubisoft/,Shooter,"6,958","573,138",63
